timestamp,event_type,reason,latitude,longitude,dist_RSU1_m,nearest_rsu,dist_from_rsu_m
2025-11-19 17:04:00,ENTRY,pps=10.45 for 3s (smoothed),36.11581207,-97.16356696,484.38682621608467,RSU1,484.38682621608467
2025-11-19 17:05:00,EXIT,pps~0 for 4s (smoothed),36.11590747,-97.14369414,1309.0440442997553,RSU1,1309.0440442997553
2025-11-19 17:06:00,ENTRY,pps=10.45 for 3s (smoothed),36.11612091,-97.14864833,863.3964317893009,RSU1,863.3964317893009
2025-11-19 17:07:00,EXIT,pps~0 for 4s (smoothed),36.11622822,-97.16741822,824.4544058216641,RSU1,824.4544058216641
