timestamp,rx_size,delta_bytes,pps,pdr,latitude,longitude,speed_mph
11/19/2025 12:17,0,0,0,0,36.14427479,-97.08662946,
11/19/2025 12:17,0,0,0,0,36.14427479,-97.08662947,0
11/19/2025 12:17,0,0,0,0,36.14427478,-97.08662947,0
11/19/2025 12:17,0,0,0,0,36.14427478,-97.08662948,0
11/19/2025 12:17,0,0,0,0,36.14427478,-97.08662948,0
11/19/2025 12:17,0,0,0,0,36.14427478,-97.08662949,0
11/19/2025 12:17,0,0,0,0,36.14427514,-97.08662659,0.59
11/19/2025 12:17,0,0,0,0,36.14427736,-97.08661706,1.99
11/19/2025 12:17,0,0,0,0,36.14428373,-97.08660103,3.59
11/19/2025 12:17,0,0,0,0,36.14429543,-97.08658662,4.11
11/19/2025 12:17,0,0,0,0,36.14431175,-97.08657542,4.64
11/19/2025 12:17,0,0,0,0,36.14433418,-97.08657364,5.59
11/19/2025 12:17,0,0,0,0,36.14435699,-97.08658775,6.34
11/19/2025 12:17,0,0,0,0,36.14437369,-97.08661072,6.21
11/19/2025 12:17,0,0,0,0,36.14438094,-97.08664058,6.26
11/19/2025 12:18,0,0,0,0,36.14438265,-97.0866809,8.11
11/19/2025 12:18,0,0,0,0,36.14438496,-97.08672823,9.52
11/19/2025 12:18,0,0,0,0,36.14438791,-97.08678163,10.75
11/19/2025 12:18,0,0,0,0,36.14438953,-97.0868361,10.95
11/19/2025 12:18,0,0,0,0,36.14438992,-97.08689186,11.2
11/19/2025 12:18,0,0,0,0,36.14439028,-97.08695271,12.22
11/19/2025 12:18,0,0,0,0,36.14438854,-97.08701987,13.5
11/19/2025 12:18,0,0,0,0,36.14437701,-97.08709052,14.48
11/19/2025 12:18,0,0,0,0,36.14436295,-97.08716119,14.62
11/19/2025 12:18,0,0,0,0,36.14435127,-97.08722542,13.22
11/19/2025 12:18,0,0,0,0,36.14434375,-97.08728033,11.19
11/19/2025 12:18,0,0,0,0,36.14433981,-97.0873186,7.75
11/19/2025 12:18,0,0,0,0,36.14433793,-97.08734513,5.35
11/19/2025 12:18,0,0,0,0,36.14433117,-97.08738358,7.9
11/19/2025 12:18,0,0,0,0,36.14431242,-97.08743087,10.58
11/19/2025 12:18,0,0,0,0,36.1442737,-97.08747598,13.22
11/19/2025 12:18,0,0,0,0,36.14421158,-97.0875046,16.49
11/19/2025 12:18,0,0,0,0,36.14413327,-97.08752178,19.78
11/19/2025 12:18,0,0,0,0,36.14404175,-97.0875301,22.82
11/19/2025 12:18,0,0,0,0,36.14393891,-97.08754113,25.68
11/19/2025 12:18,0,0,0,0,36.14382534,-97.0875556,28.4
11/19/2025 12:18,0,0,0,0,36.14370109,-97.0875644,30.95
11/19/2025 12:18,0,0,0,0,36.14356711,-97.08756543,33.33
11/19/2025 12:18,0,0,0,0,36.14342425,-97.08756334,35.54
11/19/2025 12:18,0,0,0,0,36.1432749,-97.08756059,37.15
11/19/2025 12:18,0,0,0,0,36.1431195,-97.08755745,38.66
11/19/2025 12:18,0,0,0,0,36.14295922,-97.08755328,39.88
11/19/2025 12:18,0,0,0,0,36.14279445,-97.08754941,40.99
11/19/2025 12:18,0,0,0,0,36.14262469,-97.08754705,42.23
11/19/2025 12:18,0,0,0,0,36.14245102,-97.0875442,43.2
11/19/2025 12:18,0,0,0,0,36.14227294,-97.08754055,44.3
11/19/2025 12:18,0,0,0,0,36.14209122,-97.08753647,45.21
11/19/2025 12:18,0,0,0,0,36.14190709,-97.08753398,45.8
11/19/2025 12:18,0,0,0,0,36.14171962,-97.0875318,46.63
11/19/2025 12:18,0,0,0,0,36.14152974,-97.08752903,47.23
11/19/2025 12:18,0,0,0,0,36.14133778,-97.08752643,47.75
11/19/2025 12:18,0,0,0,0,36.14114428,-97.08752391,48.13
11/19/2025 12:18,0,0,0,0,36.14094894,-97.08752063,48.59
11/19/2025 12:18,0,0,0,0,36.14075294,-97.08751769,48.76
11/19/2025 12:18,0,0,0,0,36.14055559,-97.08751458,49.09
11/19/2025 12:18,0,0,0,0,36.14035716,-97.08751075,49.36
11/19/2025 12:18,0,0,0,0,36.1401585,-97.08750762,49.42
11/19/2025 12:18,0,0,0,0,36.1399589,-97.08750465,49.65
11/19/2025 12:18,0,0,0,0,36.13975882,-97.0875026,49.77
11/19/2025 12:18,0,0,0,0,36.13955821,-97.08749861,49.91
11/19/2025 12:18,0,0,0,0,36.1393572,-97.08749534,50
11/19/2025 12:18,0,0,0,0,36.13915701,-97.08749197,49.8
11/19/2025 12:18,0,0,0,0,36.13895834,-97.08748749,49.42
11/19/2025 12:18,0,0,0,0,36.13876096,-97.08748333,49.1
11/19/2025 12:18,0,0,0,0,36.13856543,-97.08747963,48.64
11/19/2025 12:19,4096,4096,10.45,1,36.1383742,-97.08747537,47.57
11/19/2025 12:19,4096,0,10.45,1,36.13818538,-97.08747318,46.97
11/19/2025 12:19,4096,0,10.45,1,36.1379974,-97.08747009,46.76
11/19/2025 12:19,8192,4096,20.9,1,36.13778104,-97.08746646,53.82
11/19/2025 12:19,8192,0,10.45,1,36.13759719,-97.08746418,45.73
11/19/2025 12:19,8192,0,10.45,1,36.13741379,-97.08746362,45.62
11/19/2025 12:19,12288,4096,20.9,1,36.13722962,-97.08746268,45.81
11/19/2025 12:19,12288,0,10.45,1,36.13704439,-97.08746041,46.07
11/19/2025 12:19,12288,0,10.45,1,36.13685634,-97.08745717,46.78
11/19/2025 12:19,16384,4096,20.9,1,36.13666611,-97.08745389,47.32
11/19/2025 12:19,16384,0,10.45,1,36.13647255,-97.08745,48.15
