timestamp,event_type,reason,latitude,longitude,dist_RSU1_m,dist_RSU2_m,nearest_rsu,dist_from_rsu_m,dist_union_m
2025-11-19 16:54:24,ENTRY,pps=10.45 for 3s (smoothed),36.1158054,-97.16339137,468.960222349551,1645.4145265009329,RSU1,468.960222349551,468.960222349551
2025-11-19 16:55:43,EXIT,pps~0 for 4s (smoothed),36.1158855,-97.1374517,1869.327126256378,687.9780398675832,RSU2,687.9780398675832,687.9780398675832
2025-11-19 16:55:48,ENTRY,pps=10.45 for 3s (smoothed),36.11583628,-97.13625161,1977.2574983224072,795.8797984735031,RSU2,795.8797984735031,795.8797984735031
2025-11-19 16:55:54,EXIT,pps~0 for 4s (smoothed),36.11580473,-97.13475709,2111.5402886092656,930.0357565230727,RSU2,930.0357565230727,930.0357565230727
2025-11-19 16:57:10,ENTRY,pps=10.45 for 3s (smoothed),36.1160627,-97.13944973,1689.2796647068592,507.5390679774044,RSU2,507.5390679774044,507.5390679774044
2025-11-19 16:58:40,EXIT,pps~0 for 4s (smoothed),36.11621225,-97.16620886,716.0074397049449,1897.3699129795104,RSU1,716.0074397049449,716.0074397049449
