timestamp,event_type,reason,latitude,longitude
2025-11-25 17:21:55,ENTRY,pps=10.45 for 3s (smoothed),36.11970775,-97.06928963
2025-11-25 17:22:48,EXIT,pps~0 for 4s (smoothed),36.12187942,-97.07179923
2025-11-25 17:23:47,ENTRY,pps=10.45 for 3s (smoothed),36.12550055,-97.07182462
2025-11-25 17:24:26,EXIT,pps~0 for 4s (smoothed),36.12672271,-97.06962069
