timestamp,rx_size,delta_bytes,pps,pdr,latitude,longitude,speed_mph,t_sec,dt_sec,has_pkts,time_since_last_pkt,dist_RSU1_m,nearest_rsu,dist_from_rsu_m,elevation_m
11/19/2025 17:11,724992,0,0,0,36.11629546,-97.1700625,,0,0,0,0,1061.623902,RSU1,1061.623902,279.8529053
11/19/2025 17:11,724992,0,0,0,36.11629544,-97.17006251,0.01,1,1,0,1,1061.624853,RSU1,1061.624853,279.8529053
11/19/2025 17:11,724992,0,0,0,36.11629543,-97.17006251,0,3,2,0,3,1061.62488,RSU1,1061.62488,279.8529053
11/19/2025 17:11,724992,0,0,0,36.11629429,-97.17006115,0.39,4,1,0,4,1061.505819,RSU1,1061.505819,279.8529053
11/19/2025 17:11,724992,0,0,0,36.11629337,-97.17006007,0.32,5,1,0,5,1061.411321,RSU1,1061.411321,279.8529053
11/19/2025 17:11,724992,0,0,0,36.11629262,-97.17005901,0.28,6,1,0,6,1061.318168,RSU1,1061.318168,279.8529053
11/19/2025 17:11,724992,0,0,0,36.11629244,-97.17005855,0.1,7,1,0,7,1061.27735,RSU1,1061.27735,279.8529053
11/19/2025 17:11,724992,0,0,0,36.11629205,-97.17006044,0.39,9,2,0,9,1061.448131,RSU1,1061.448131,279.8529053
11/19/2025 17:11,724992,0,0,0,36.11629135,-97.17005909,0.32,10,1,0,10,1061.328811,RSU1,1061.328811,279.8529053
11/19/2025 17:11,724992,0,0,0,36.11629134,-97.17005909,0,11,1,0,11,1061.328839,RSU1,1061.328839,279.8529053
11/19/2025 17:11,724992,0,0,0,36.11629133,-97.17005908,0,12,1,0,12,1061.327968,RSU1,1061.327968,279.8529053
11/19/2025 17:11,724992,0,0,0,36.11629132,-97.17005908,0,13,1,0,13,1061.327995,RSU1,1061.327995,279.8529053
11/19/2025 17:11,724992,0,0,0,36.11629039,-97.17006495,1.2,15,2,0,15,1061.857657,RSU1,1061.857657,279.8529053
11/19/2025 17:11,724992,0,0,0,36.11628981,-97.17007024,1.07,16,1,0,16,1062.334282,RSU1,1062.334282,279.8128967
11/19/2025 17:11,724992,0,0,0,36.11628981,-97.17007012,0.02,17,1,0,17,1062.323506,RSU1,1062.323506,279.8128967
11/19/2025 17:11,724992,0,0,0,36.11628891,-97.17008088,2.17,18,1,0,18,1063.292211,RSU1,1063.292211,279.8128967
11/19/2025 17:11,724992,0,0,0,36.1162869,-97.17011228,6.33,19,1,0,19,1066.117422,RSU1,1066.117422,279.7929077
11/19/2025 17:11,724992,0,0,0,36.11628473,-97.1701458,6.76,21,2,0,21,1069.133471,RSU1,1069.133471,279.7329102
11/19/2025 17:11,724992,0,0,0,36.11628507,-97.17017674,6.22,22,1,0,22,1071.910863,RSU1,1071.910863,279.7128906
11/19/2025 17:11,724992,0,0,0,36.11628491,-97.1701939,3.45,23,1,0,23,1073.452237,RSU1,1073.452237,279.7128906
11/19/2025 17:11,724992,0,0,0,36.11628588,-97.17021431,4.11,24,1,0,24,1075.28233,RSU1,1075.28233,279.6534729
11/19/2025 17:11,724992,0,0,0,36.11628509,-97.17023358,3.88,25,1,0,25,1077.014919,RSU1,1077.014919,279.6134949
11/19/2025 17:11,724992,0,0,0,36.11628042,-97.17027874,9.15,27,2,0,27,1081.083183,RSU1,1081.083183,279.5734863
11/19/2025 17:11,724992,0,0,0,36.11627628,-97.17035205,14.77,28,1,0,28,1087.67787,RSU1,1087.67787,279.5334778
