timestamp,event_type,reason,latitude,longitude
11/19/2025 17:13,ENTRY,pps=10.45 for 3s (smoothed),36.11582437,-97.16256483
11/19/2025 17:14,EXIT,pps~0 for 4s (smoothed),36.11592037,-97.1440191
11/19/2025 17:15,ENTRY,pps=10.45 for 3s (smoothed),36.11611807,-97.14803235
11/19/2025 17:16,EXIT,pps~0 for 4s (smoothed),36.11622483,-97.16589409
