timestamp,rx_size,delta_bytes,pps,pdr,latitude,longitude,speed_mph
2025-11-25 17:10:10,2627313,0,0.00,0.00,36.12592476,-97.07164980,
2025-11-25 17:10:11,2627313,0,0.00,0.00,36.12592473,-97.07164981,0.01
2025-11-25 17:10:12,2627313,0,0.00,0.00,36.12592469,-97.07164981,0.01
2025-11-25 17:10:13,2627313,0,0.00,0.00,36.12592465,-97.07164982,0.01
2025-11-25 17:10:15,2627313,0,0.00,0.00,36.12592463,-97.07164975,0.01
2025-11-25 17:10:16,2627313,0,0.00,0.00,36.12592462,-97.07164976,0.00
2025-11-25 17:10:17,2627313,0,0.00,0.00,36.12592463,-97.07164979,0.01
2025-11-25 17:10:18,2627313,0,0.00,0.00,36.12592462,-97.07164981,0.00
2025-11-25 17:10:19,2627313,0,0.00,0.00,36.12592461,-97.07164986,0.01
2025-11-25 17:10:21,2627313,0,0.00,0.00,36.12592459,-97.07164995,0.02
2025-11-25 17:10:22,2627313,0,0.00,0.00,36.12592854,-97.07165000,0.98
2025-11-25 17:10:23,2627313,0,0.00,0.00,36.12593496,-97.07165189,1.64
2025-11-25 17:10:24,2627313,0,0.00,0.00,36.12594269,-97.07165318,1.94
2025-11-25 17:10:25,2627313,0,0.00,0.00,36.12595022,-97.07165295,1.87
2025-11-25 17:10:27,2627313,0,0.00,0.00,36.12595849,-97.07165568,2.13
2025-11-25 17:10:28,2627313,0,0.00,0.00,36.12596404,-97.07165535,1.38
2025-11-25 17:10:29,2627313,0,0.00,0.00,36.12596734,-97.07165504,0.82
2025-11-25 17:10:30,2627313,0,0.00,0.00,36.12597106,-97.07165401,0.95
2025-11-25 17:10:31,2627313,0,0.00,0.00,36.12597092,-97.07165490,0.18
2025-11-25 17:10:33,2627313,0,0.00,0.00,36.12597177,-97.07165399,0.28
2025-11-25 17:10:34,2627313,0,0.00,0.00,36.12597147,-97.07165401,0.07
2025-11-25 17:10:35,0,0,0.00,0.00,36.12596876,-97.07166141,1.63
2025-11-25 17:10:36,0,0,0.00,0.00,36.12596926,-97.07167641,3.02
2025-11-25 17:10:37,0,0,0.00,0.00,36.12597139,-97.07169190,3.16
